0	69862.0740006	83921.9085269	89415.9605029
1	66026.4995232	72570.7202579	75980.9756542
2	60838.9512362	67956.3494991	69862.0740006
3	54009.7543449	63185.4557612	65861.9815521
4	51951.7564258	56880.671281	59174.9837905
5	49937.4706399	53236.8403124	54009.7543449
6	48904.5978192	51216.1610931	51951.7564258
7	48691.7123178	49441.273229	49937.4706399
8	46018.2556796	48669.798726	48904.5978192
9	45470.7613396	47153.2228977	47663.5000715
10	44710.8305722	45892.8186148	46018.2556796
11	43516.839079	45222.2646964	45470.7613396
12	43431.1954126	43738.0836612	43966.0660538
13	43431.1954126	43473.3320965	43516.839079
14	42050.0339836	43428.4330897	43431.1954126
15	41001.9131038	43169.6785373	43431.1954126
16	41001.9131038	41852.9872582	42050.0339836
17	41001.9131038	41001.9131038	41001.9131038
18	40334.1255799	41000.5775288	41001.9131038
19	40312.4914629	40868.9102939	41001.9131038
20	40206.778988	40313.7944261	40334.1255799
21	38665.3861795	40288.3460326	40312.4914629
22	37588.5622809	39549.7976879	40206.778988
23	37333.9976017	38297.329402	38665.3861795
24	37320.8341444	37474.1611409	37588.5622809
25	37320.8341444	37321.3080288	37333.9976017
26	37320.8341444	37320.8341444	37320.8341444
27	37320.8341444	37320.8341444	37320.8341444
28	37320.8341444	37320.8341444	37320.8341444
29	37320.8341444	37320.8341444	37320.8341444
30	37320.8341444	37320.8341444	37320.8341444
31	37320.8341444	37320.8341444	37320.8341444
32	37320.8341444	37320.8341444	37320.8341444
33	37320.8341444	37320.8341444	37320.8341444
34	37320.8341444	37320.8341444	37320.8341444
35	37320.8341444	37320.8341444	37320.8341444
36	37320.8341444	37320.8341444	37320.8341444
37	37320.8341444	37320.8341444	37320.8341444
38	37320.8341444	37320.8341444	37320.8341444
39	37320.8341444	37320.8341444	37320.8341444
40	37320.8341444	37320.8341444	37320.8341444
41	37320.8341444	37320.8341444	37320.8341444
42	37320.8341444	37320.8341444	37320.8341444
43	37320.8341444	37320.8341444	37320.8341444
44	37320.8341444	37320.8341444	37320.8341444
45	37320.8341444	37320.8341444	37320.8341444
46	37320.8341444	37320.8341444	37320.8341444
47	36557.2178664	37319.2834499	37320.8341444
48	36557.2178664	37158.6916167	37320.8341444
49	35810.9450804	36555.7253208	36557.2178664
50	35810.9450804	36397.5154902	36557.2178664
51	35682.6387758	35810.6884677	35810.9450804
52	35682.6387758	35788.3631707	35810.9450804
53	35253.8231318	35681.7811445	35682.6387758
54	34957.335556	35579.9240145	35682.6387758
55	34957.335556	35151.2384305	35253.8231318
56	34957.335556	34957.335556	34957.335556
57	34774.2739714	34956.9694328	34957.335556
58	34774.2739714	34926.9473329	34957.335556
59	34774.2739714	34774.2739714	34774.2739714
60	34774.2739714	34774.2739714	34774.2739714
61	34774.2739714	34774.2739714	34774.2739714
62	34493.1038661	34773.7116312	34774.2739714
63	34493.1038661	34725.7164962	34774.2739714
64	32883.6535426	34489.8849655	34493.1038661
65	32883.6535426	34187.3034111	34493.1038661
66	31875.0025311	32881.6362405	32883.6535426
67	31875.0025311	32685.976184	32883.6535426
68	31875.0025311	31875.0025311	31875.0025311
69	31875.0025311	31875.0025311	31875.0025311
70	31875.0025311	31875.0025311	31875.0025311
71	31755.1505179	31874.762827	31875.0025311
72	31755.1505179	31855.3468009	31875.0025311
73	31755.1505179	31755.1505179	31755.1505179
74	31755.1505179	31755.1505179	31755.1505179
75	31755.1505179	31755.1505179	31755.1505179
76	31351.6461923	31751.9224833	31755.1505179
77	31351.6461923	31564.1860325	31755.1505179
78	31351.6461923	31351.6461923	31351.6461923
79	31351.6461923	31351.6461923	31351.6461923
80	31351.6461923	31351.6461923	31351.6461923
81	31351.6461923	31351.6461923	31351.6461923
82	31351.6461923	31351.6461923	31351.6461923
83	31351.6461923	31351.6461923	31351.6461923
84	31351.6461923	31351.6461923	31351.6461923
85	30967.3949071	31350.8776898	31351.6461923
86	30967.3949071	31270.9534224	31351.6461923
87	30967.3949071	30967.3949071	30967.3949071
88	30967.3949071	30967.3949071	30967.3949071
89	30967.3949071	30967.3949071	30967.3949071
90	30967.3949071	30967.3949071	30967.3949071
91	30967.3949071	30967.3949071	30967.3949071
92	30967.3949071	30967.3949071	30967.3949071
93	30967.3949071	30967.3949071	30967.3949071
94	30967.3949071	30967.3949071	30967.3949071
95	30967.3949071	30967.3949071	30967.3949071
96	29743.3771625	30964.9468716	30967.3949071
97	29743.3771625	30699.0256244	30967.3949071
98	29743.3771625	29743.3771625	29743.3771625
99	29743.3771625	29743.3771625	29743.3771625
