0	75847.527735	87101.7850359	90704.1023054
1	68471.2500337	79611.062655	83549.7468634
2	64072.2022244	72525.6905747	77244.1795747
3	60101.922826	68359.9928245	71577.941961
4	57301.332532	63227.867615	68073.2358154
5	54655.8320942	59971.3121401	62955.8912205
6	50840.9029038	56333.3118081	58464.186483
7	48757.889619	54134.1562545	56332.5241894
8	47691.2158258	51171.9938729	55279.1964593
9	44049.8227414	48734.1468925	51919.8728668
10	41246.7537787	46116.7947092	47691.2158258
11	38786.3096975	42609.3883546	44069.4270961
12	38421.8970554	41868.6375558	44880.3605953
13	36282.9079581	38593.9528092	38786.3096975
14	36239.3217734	37396.1840301	38421.8970554
15	35841.6412231	36277.4347097	36413.8031175
16	34721.7185039	36025.9002652	36239.3217734
17	33803.0966323	35342.2026255	37846.2366343
18	32363.3240604	36611.3041052	41461.1388088
19	32014.5609996	32804.1556208	33754.6724977
20	32014.5609996	33387.1723818	38231.3536941
21	31706.0138491	32009.4769535	32014.5609996
22	31570.4526837	32265.2466718	34096.6757742
23	31570.4526837	32053.0240372	33042.9329461
24	31306.2989367	31569.131915	31570.4526837
25	31306.2989367	31498.7106655	31570.4526837
26	31222.1976242	32213.5978368	36871.1937468
27	31222.1976242	31281.8736774	31306.2989367
28	31222.1976242	31488.1009278	34112.0531629
29	30487.1713477	31207.2566237	31222.1976242
30	30487.1713477	31874.4151321	36315.191588
31	30487.1713477	30487.1713477	30487.1713477
32	30396.6574185	30486.2206093	30487.1713477
33	30387.5375893	30727.221684	33382.397577
34	30387.5375893	30534.0268118	33831.9894368
35	30008.2127066	30381.7931489	30387.5375893
36	29997.2992862	31296.9432452	35669.5489964
37	29570.7100725	29998.9561801	30008.2127066
38	29299.5218923	30814.1045936	33187.3009836
39	28635.7631921	29445.9259575	30556.4975791
40	28635.7631921	29108.624983	29299.5218923
41	28010.5721227	28991.1818062	32720.608446
42	28010.5721227	28555.2027799	28635.7631921
43	27739.3839425	28009.2161818	28010.5721227
44	27614.4780817	27976.0490709	28010.5721227
45	27614.4780817	27790.6787833	28896.18785
46	27614.4780817	27614.4780817	27614.4780817
47	27614.4780817	27614.4780817	27614.4780817
48	27614.4780817	27614.4780817	27614.4780817
49	27614.4780817	27614.4780817	27614.4780817
50	27601.1737745	27614.4115602	27614.4780817
51	27601.1737745	27612.8815649	27614.4780817
52	27601.1737745	27601.1737745	27601.1737745
53	27601.1737745	27601.1737745	27601.1737745
54	27601.1737745	27601.1737745	27601.1737745
55	27601.1737745	27601.1737745	27601.1737745
56	27601.1737745	27601.1737745	27601.1737745
57	27601.1737745	27601.1737745	27601.1737745
58	27601.1737745	27601.1737745	27601.1737745
59	27601.1737745	27601.1737745	27601.1737745
60	27601.1737745	27601.1737745	27601.1737745
61	27601.1737745	27601.1737745	27601.1737745
62	27601.1737745	27601.1737745	27601.1737745
63	27601.1737745	27601.1737745	27601.1737745
64	27601.1737745	27601.1737745	27601.1737745
65	27601.1737745	27601.1737745	27601.1737745
66	27601.1737745	27601.1737745	27601.1737745
67	27601.1737745	27601.1737745	27601.1737745
68	27601.1737745	27601.1737745	27601.1737745
69	27601.1737745	27601.1737745	27601.1737745
70	27601.1737745	27601.1737745	27601.1737745
71	27601.1737745	27601.1737745	27601.1737745
72	27601.1737745	27601.1737745	27601.1737745
73	27601.1737745	27601.1737745	27601.1737745
74	27601.1737745	27601.1737745	27601.1737745
75	27601.1737745	27601.1737745	27601.1737745
76	27601.1737745	27601.1737745	27601.1737745
77	27601.1737745	27601.1737745	27601.1737745
78	27601.1737745	27601.1737745	27601.1737745
79	27601.1737745	27601.1737745	27601.1737745
80	27601.1737745	27601.1737745	27601.1737745
81	27601.1737745	27601.1737745	27601.1737745
82	27601.1737745	27601.1737745	27601.1737745
83	27601.1737745	27601.1737745	27601.1737745
84	27601.1737745	27601.1737745	27601.1737745
85	27601.1737745	27601.1737745	27601.1737745
86	27601.1737745	27601.1737745	27601.1737745
87	27601.1737745	27601.1737745	27601.1737745
88	27601.1737745	27601.1737745	27601.1737745
89	27601.1737745	27601.1737745	27601.1737745
90	27601.1737745	27601.1737745	27601.1737745
91	27601.1737745	27601.1737745	27601.1737745
92	27601.1737745	27601.1737745	27601.1737745
93	27601.1737745	27601.1737745	27601.1737745
94	27601.1737745	27601.1737745	27601.1737745
95	27601.1737745	27601.1737745	27601.1737745
96	27601.1737745	27601.1737745	27601.1737745
97	27601.1737745	27601.1737745	27601.1737745
98	27601.1737745	27601.1737745	27601.1737745
99	27601.1737745	27601.1737745	27601.1737745
